Question_Index,Query,Method,Pearson,Spearman,Num_Items
0,What is the association between cell phone use and glioblastoma?,ContextCite32,0.9962130796946047,0.9,9
0,What is the association between cell phone use and glioblastoma?,WSS32,0.9960989277637425,0.9,9
0,What is the association between cell phone use and glioblastoma?,ContextCite64,0.9986680275237247,0.9500000000000001,9
0,What is the association between cell phone use and glioblastoma?,WSS64,0.9986908602662294,0.9500000000000001,9
0,What is the association between cell phone use and glioblastoma?,ContextCite100,0.9993372401338714,0.9333333333333332,9
0,What is the association between cell phone use and glioblastoma?,WSS100,0.9992912271404647,0.9500000000000001,9
0,What is the association between cell phone use and glioblastoma?,TMC64,0.9985274624868299,0.9666666666666667,9
0,What is the association between cell phone use and glioblastoma?,BetaShap (U)64,0.9892189016178998,0.9500000000000001,9
0,What is the association between cell phone use and glioblastoma?,TMC100,0.9987141577031877,0.9666666666666667,9
0,What is the association between cell phone use and glioblastoma?,BetaShap (U)100,0.9905081192407967,0.9500000000000001,9
0,What is the association between cell phone use and glioblastoma?,LOO,0.9934130853283296,0.8166666666666667,9
1,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,ContextCite32,0.9293759550054117,0.5833333333333334,9
1,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,WSS32,0.9322244891926369,0.6666666666666667,9
1,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,ContextCite64,0.973633882835343,0.8666666666666667,9
1,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,WSS64,0.9564038623619566,0.8666666666666667,9
1,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,ContextCite100,0.9805892657059193,0.9500000000000001,9
1,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,WSS100,0.9752284023921891,0.9333333333333332,9
1,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,TMC64,0.9895603190063795,0.9333333333333332,9
1,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,BetaShap (U)64,0.8884551789101778,0.43333333333333335,9
1,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,TMC100,0.9882131483929734,0.9500000000000001,9
1,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,BetaShap (U)100,0.8925841696059814,0.5,9
1,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,LOO,0.8630509060197202,0.6166666666666666,9
2,The NoSAS Score can be used for screening of which disorders?,ContextCite32,0.9211291433524481,0.8499999999999999,9
2,The NoSAS Score can be used for screening of which disorders?,WSS32,0.9226134659241795,0.8499999999999999,9
2,The NoSAS Score can be used for screening of which disorders?,ContextCite64,0.9319510100016057,0.9,9
2,The NoSAS Score can be used for screening of which disorders?,WSS64,0.917417015460789,0.9166666666666666,9
2,The NoSAS Score can be used for screening of which disorders?,ContextCite100,0.9749631288675566,0.8666666666666667,9
2,The NoSAS Score can be used for screening of which disorders?,WSS100,0.9700095531482242,0.8666666666666667,9
2,The NoSAS Score can be used for screening of which disorders?,TMC64,0.9929654392390729,0.9833333333333333,9
2,The NoSAS Score can be used for screening of which disorders?,BetaShap (U)64,0.9409598848692917,1.0,9
2,The NoSAS Score can be used for screening of which disorders?,TMC100,0.9969455653093973,0.9833333333333333,9
2,The NoSAS Score can be used for screening of which disorders?,BetaShap (U)100,0.9364416441226274,0.9833333333333333,9
2,The NoSAS Score can be used for screening of which disorders?,LOO,0.9365134323534754,0.9333333333333332,9
3,What species is associated with Tetrodotoxin?,ContextCite32,0.9951389405957527,0.8166666666666667,9
3,What species is associated with Tetrodotoxin?,WSS32,0.9942413459108705,0.8166666666666667,9
3,What species is associated with Tetrodotoxin?,ContextCite64,0.998818280505563,0.9500000000000001,9
3,What species is associated with Tetrodotoxin?,WSS64,0.999171695887446,0.9833333333333333,9
3,What species is associated with Tetrodotoxin?,ContextCite100,0.9994043300408317,0.9833333333333333,9
3,What species is associated with Tetrodotoxin?,WSS100,0.9994397921244667,1.0,9
3,What species is associated with Tetrodotoxin?,TMC64,0.9998282271397612,1.0,9
3,What species is associated with Tetrodotoxin?,BetaShap (U)64,0.9951195007002015,0.9666666666666667,9
3,What species is associated with Tetrodotoxin?,TMC100,0.9998358187193195,1.0,9
3,What species is associated with Tetrodotoxin?,BetaShap (U)100,0.9951062207483241,0.9666666666666667,9
3,What species is associated with Tetrodotoxin?,LOO,0.9930937753024273,0.48333333333333334,9
4,Does a selective sweep increase genetic variation?,ContextCite32,0.9053933597801873,0.8833333333333333,9
4,Does a selective sweep increase genetic variation?,WSS32,0.9099110540880937,0.8666666666666667,9
4,Does a selective sweep increase genetic variation?,ContextCite64,0.9448466284440169,0.8833333333333333,9
4,Does a selective sweep increase genetic variation?,WSS64,0.8654212996315024,0.8333333333333333,9
4,Does a selective sweep increase genetic variation?,ContextCite100,0.9598181662921822,0.9666666666666667,9
4,Does a selective sweep increase genetic variation?,WSS100,0.9280032451793239,0.9166666666666666,9
4,Does a selective sweep increase genetic variation?,TMC64,0.9597644991646157,0.8833333333333333,9
4,Does a selective sweep increase genetic variation?,BetaShap (U)64,0.706915222703808,0.6833333333333333,9
4,Does a selective sweep increase genetic variation?,TMC100,0.9707533907396624,0.9,9
4,Does a selective sweep increase genetic variation?,BetaShap (U)100,0.6633576630262693,0.7,9
4,Does a selective sweep increase genetic variation?,LOO,0.7639399894433645,0.8166666666666667,9
5,List markers for autophagy.,ContextCite32,0.43690058382906616,0.35,9
5,List markers for autophagy.,WSS32,0.42908003141506323,0.3666666666666667,9
5,List markers for autophagy.,ContextCite64,0.8705806864966701,0.9333333333333332,9
5,List markers for autophagy.,WSS64,0.8636109712385837,0.9333333333333332,9
5,List markers for autophagy.,ContextCite100,0.8867133410885372,0.9166666666666666,9
