Question_Index,Query,Method,Pearson,Spearman,NDCG,KendallTau
0,What are the topics of the books Sarah and Michael are reading?,ContextCite32,0.9558583699121204,0.28484848484848485,0.9583663225869775,0.19999999999999998
0,What are the topics of the books Sarah and Michael are reading?,WSS_BGAM32,0.9548968104676039,0.2121212121212121,0.9875154480633319,0.1111111111111111
0,What are the topics of the books Sarah and Michael are reading?,WSS_FM32,0.926010802610543,0.6484848484848483,0.9884896001308449,0.5111111111111111
0,What are the topics of the books Sarah and Michael are reading?,WSS_XGB32,0.974231309756485,0.5636363636363636,0.9944731564494701,0.4666666666666666
0,What are the topics of the books Sarah and Michael are reading?,BetaShap (U)32,0.834229428508365,0.6969696969696969,0.9909889518887879,0.5555555555555555
0,What are the topics of the books Sarah and Michael are reading?,TMC32,0.9673121310659696,0.9151515151515152,0.9909889518887879,0.7777777777777777
0,What are the topics of the books Sarah and Michael are reading?,ContextCite64,0.9888713678110447,0.6,0.9875154480633319,0.4222222222222222
0,What are the topics of the books Sarah and Michael are reading?,WSS_BGAM64,0.975036418030151,0.3696969696969697,0.9909889518887879,0.28888888888888886
0,What are the topics of the books Sarah and Michael are reading?,WSS_FM64,0.9913224569031831,0.8181818181818182,1.0,0.6888888888888888
0,What are the topics of the books Sarah and Michael are reading?,WSS_XGB64,0.9851326510683655,0.9272727272727272,1.0,0.8222222222222221
0,What are the topics of the books Sarah and Michael are reading?,BetaShap (U)64,0.7720566718980595,0.6848484848484848,0.9909889518887879,0.5111111111111111
0,What are the topics of the books Sarah and Michael are reading?,TMC64,0.9499915609650053,0.8666666666666665,0.9944731564494701,0.7333333333333333
0,What are the topics of the books Sarah and Michael are reading?,ContextCite100,0.9911588681331783,0.8060606060606059,0.9875154480633319,0.6888888888888888
0,What are the topics of the books Sarah and Michael are reading?,WSS_BGAM100,0.9880989152410625,0.6969696969696969,0.9875154480633319,0.5555555555555555
0,What are the topics of the books Sarah and Michael are reading?,WSS_FM100,0.9935040160214661,0.8424242424242423,0.9875154480633319,0.6888888888888888
0,What are the topics of the books Sarah and Michael are reading?,WSS_XGB100,0.9912441434151401,0.9757575757575757,1.0,0.911111111111111
0,What are the topics of the books Sarah and Michael are reading?,BetaShap (U)100,0.771261935080665,0.34545454545454546,0.9909889518887879,0.24444444444444444
0,What are the topics of the books Sarah and Michael are reading?,TMC100,0.9690246189693542,0.6727272727272726,0.9944731564494701,0.5555555555555555
0,What are the topics of the books Sarah and Michael are reading?,LOO,0.9903941343474246,0.8545454545454544,0.9909889518887879,0.7333333333333333
1,Where did the family go on Saturday?,ContextCite32,0.8285324282710052,0.2606060606060606,0.9795646289803162,0.19999999999999998
1,Where did the family go on Saturday?,WSS_BGAM32,0.7999168504875066,0.2121212121212121,0.9149767977702554,0.15555555555555553
1,Where did the family go on Saturday?,WSS_FM32,0.6978614465007358,0.5272727272727272,0.9273634950533182,0.37777777777777777
1,Where did the family go on Saturday?,WSS_XGB32,0.9626491042801538,0.9272727272727272,0.9824298142954735,0.8222222222222221
1,Where did the family go on Saturday?,BetaShap (U)32,0.8535924127495916,0.35757575757575755,0.9349560414327648,0.24444444444444444
1,Where did the family go on Saturday?,TMC32,0.7993282872705526,0.4545454545454545,0.9349560414327648,0.3333333333333333
1,Where did the family go on Saturday?,ContextCite64,0.9551925156534852,0.4424242424242424,0.9795646289803162,0.3333333333333333
1,Where did the family go on Saturday?,WSS_BGAM64,0.955311333087478,0.49090909090909085,0.9349560414327648,0.28888888888888886
1,Where did the family go on Saturday?,WSS_FM64,0.9834079137253935,0.8545454545454544,0.9919883962341205,0.7333333333333333
1,Where did the family go on Saturday?,WSS_XGB64,0.9828889663923029,0.9272727272727272,0.9919883962341205,0.7777777777777777
1,Where did the family go on Saturday?,BetaShap (U)64,0.6986601203016386,0.17575757575757575,0.9669589814358625,0.1111111111111111
1,Where did the family go on Saturday?,TMC64,0.7752751125030611,0.38181818181818183,0.929905376961025,0.19999999999999998
1,Where did the family go on Saturday?,ContextCite100,0.9679522794818596,0.5227987675648555,0.9795646289803162,0.40451991747794525
1,Where did the family go on Saturday?,WSS_BGAM100,0.9552000919026151,0.4545454545454545,0.9349560414327648,0.28888888888888886
1,Where did the family go on Saturday?,WSS_FM100,0.9929669714554009,0.9272727272727272,0.9919883962341205,0.8222222222222221
1,Where did the family go on Saturday?,WSS_XGB100,0.9524328603821031,0.5030303030303029,0.9728048454162073,0.37777777777777777
1,Where did the family go on Saturday?,BetaShap (U)100,0.3142392757061243,0.43030303030303024,0.6945798156953928,0.37777777777777777
1,Where did the family go on Saturday?,TMC100,0.7805766593636504,0.406060606060606,0.929905376961025,0.24444444444444444
1,Where did the family go on Saturday?,LOO,0.832060071274755,0.32121212121212117,0.9490889277789383,0.24444444444444444
2,What colors did Alex use to paint his toy car?,ContextCite32,0.9909487737991564,0.9151515151515152,1.0000000000000002,0.8222222222222221
2,What colors did Alex use to paint his toy car?,WSS_BGAM32,0.96496293309775,0.8303030303030302,0.9897632169378056,0.6888888888888888
2,What colors did Alex use to paint his toy car?,WSS_FM32,0.9063414875882521,0.8545454545454544,0.9797791271484808,0.7333333333333333
2,What colors did Alex use to paint his toy car?,WSS_XGB32,0.977848694314586,0.6363636363636362,0.9628993189215007,0.5111111111111111
2,What colors did Alex use to paint his toy car?,BetaShap (U)32,0.8642422764445161,0.9151515151515152,1.0000000000000002,0.8222222222222221
2,What colors did Alex use to paint his toy car?,TMC32,0.9428356093793885,0.8060606060606059,0.9897632169378056,0.6888888888888888
2,What colors did Alex use to paint his toy car?,ContextCite64,0.9947412024339158,0.9393939393939393,1.0000000000000002,0.8222222222222221
2,What colors did Alex use to paint his toy car?,WSS_BGAM64,0.9933269224948295,0.9030303030303028,1.0000000000000002,0.8222222222222221
2,What colors did Alex use to paint his toy car?,WSS_FM64,0.9895915403610214,0.6848484848484848,1.0000000000000002,0.6
2,What colors did Alex use to paint his toy car?,WSS_XGB64,0.9947495742948386,0.8545454545454544,1.0000000000000002,0.6888888888888888
2,What colors did Alex use to paint his toy car?,BetaShap (U)64,0.7884306135070526,0.8060606060606059,0.9797791271484808,0.7333333333333333
2,What colors did Alex use to paint his toy car?,TMC64,0.962007043515717,0.7212121212121211,1.0000000000000002,0.6444444444444444
2,What colors did Alex use to paint his toy car?,ContextCite100,0.997799446323082,0.9636363636363635,1.0000000000000002,0.911111111111111
2,What colors did Alex use to paint his toy car?,WSS_BGAM100,0.9937979273910804,0.9151515151515152,1.0000000000000002,0.8222222222222221
2,What colors did Alex use to paint his toy car?,WSS_FM100,0.9975708067920375,0.9393939393939393,1.0000000000000002,0.8666666666666666
2,What colors did Alex use to paint his toy car?,WSS_XGB100,0.9942801580880092,0.9151515151515152,1.0000000000000002,0.8222222222222221
2,What colors did Alex use to paint his toy car?,BetaShap (U)100,0.6257407756457714,0.8545454545454544,0.9797791271484808,0.7333333333333333
2,What colors did Alex use to paint his toy car?,TMC100,0.9766640075294748,0.709090909090909,0.9897632169378056,0.6
2,What colors did Alex use to paint his toy car?,LOO,0.9873333023769996,0.6848484848484848,0.9628993189215007,0.6
3,What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,ContextCite32,0.9931942455922674,0.22424242424242422,0.9943474692871407,0.1111111111111111
3,What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,WSS_BGAM32,0.9775485329136318,0.41818181818181815,0.9868600243794193,0.3333333333333333
3,What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,WSS_FM32,0.976429912485244,0.7454545454545454,0.9944366887095013,0.6444444444444444
3,What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,WSS_XGB32,0.9874218151689578,0.24848484848484845,0.9943474692871407,0.15555555555555553
3,What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,BetaShap (U)32,0.9464961827569733,0.8545454545454544,0.9980567661996426,0.7333333333333333
3,What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,TMC32,0.9786163850761722,0.709090909090909,0.9980567661996426,0.6
3,What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,ContextCite64,0.9988014095978115,0.6484848484848483,0.9943474692871407,0.5111111111111111
3,What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,WSS_BGAM64,0.9880907128650668,0.5030303030303029,0.9943474692871407,0.4222222222222222
3,What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,WSS_FM64,0.9994386893892578,0.8181818181818182,0.9973228772435696,0.7333333333333333
3,What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,WSS_XGB64,0.9982599817413393,0.6363636363636362,0.9943474692871407,0.5111111111111111
3,What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,BetaShap (U)64,0.9188644006283978,0.35757575757575755,0.9980567661996426,0.19999999999999998
3,What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,TMC64,0.9902055271113801,0.4545454545454545,0.9980567661996426,0.3333333333333333
3,What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,ContextCite100,0.9995324634160841,0.7939393939393938,0.9973228772435696,0.6444444444444444
3,What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,WSS_BGAM100,0.9951473141292747,0.5636363636363636,0.9868600243794193,0.4666666666666666
3,What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,WSS_FM100,0.9994620458731873,0.8545454545454544,0.9973228772435696,0.6888888888888888
3,What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,WSS_XGB100,0.9990375880297657,0.8666666666666665,0.9980567661996426,0.6888888888888888
3,What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,BetaShap (U)100,0.8767553345500443,0.4666666666666666,0.9980567661996426,0.37777777777777777
3,What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,TMC100,0.9921586872796865,0.406060606060606,0.9980567661996426,0.28888888888888886
3,What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,LOO,0.999374646128278,0.709090909090909,1.0,0.6
4,What distinct characteristics do elephants have?,ContextCite32,0.9492565607282472,0.7696969696969697,0.9592082082950496,0.5555555555555555
4,What distinct characteristics do elephants have?,WSS_BGAM32,0.9094353954680383,0.33333333333333326,0.8960303843614843,0.28888888888888886
4,What distinct characteristics do elephants have?,WSS_FM32,0.7077701544792249,0.49090909090909085,0.96640812015365,0.37777777777777777
4,What distinct characteristics do elephants have?,WSS_XGB32,0.8291650166141792,0.6121212121212121,0.9519540422861945,0.4666666666666666
4,What distinct characteristics do elephants have?,BetaShap (U)32,0.5557718905126074,0.01818181818181818,0.8985809597740976,-0.022222222222222223
4,What distinct characteristics do elephants have?,TMC32,0.5613693659155485,0.1515151515151515,0.9008973339536441,0.15555555555555553
4,What distinct characteristics do elephants have?,ContextCite64,0.98447571585435,0.7939393939393938,0.9769730708799912,0.6444444444444444
4,What distinct characteristics do elephants have?,WSS_BGAM64,0.9697186781542096,0.6606060606060605,0.9489432916674497,0.5111111111111111
4,What distinct characteristics do elephants have?,WSS_FM64,0.9626163038643352,0.7333333333333332,0.9607999085479164,0.6
4,What distinct characteristics do elephants have?,WSS_XGB64,0.9340497527084172,0.5151515151515151,0.9160684023053289,0.4222222222222222
4,What distinct characteristics do elephants have?,BetaShap (U)64,0.4300474030308823,-0.07878787878787878,0.8848681439202158,-0.06666666666666667
4,What distinct characteristics do elephants have?,TMC64,0.45429058069526146,0.17575757575757575,0.9503623420333276,0.15555555555555553
4,What distinct characteristics do elephants have?,ContextCite100,0.9878074429310771,0.7939393939393938,0.9592082082950496,0.6444444444444444
4,What distinct characteristics do elephants have?,WSS_BGAM100,0.9812093593995421,0.6606060606060605,0.9592082082950496,0.4222222222222222
4,What distinct characteristics do elephants have?,WSS_FM100,0.9791148310107021,0.6969696969696969,0.9489432916674497,0.5111111111111111
4,What distinct characteristics do elephants have?,WSS_XGB100,0.9015493101960103,0.07878787878787878,0.9249142685670508,0.022222222222222223
4,What distinct characteristics do elephants have?,BetaShap (U)100,-0.15990971429283823,-0.6969696969696969,0.32760643806758355,-0.4666666666666666
4,What distinct characteristics do elephants have?,TMC100,0.6455785463085656,0.05454545454545454,0.9592082082950496,0.022222222222222223
4,What distinct characteristics do elephants have?,LOO,0.9683217850789567,0.5030303030303029,0.9195026311498299,0.37777777777777777
5,What are the key ingredients needed for a cake recipe?,ContextCite32,0.9889530773613623,0.43030303030303024,0.9839854779268116,0.37777777777777777
5,What are the key ingredients needed for a cake recipe?,WSS_BGAM32,0.9813841241282265,0.6484848484848483,0.9902605150403525,0.5555555555555555
5,What are the key ingredients needed for a cake recipe?,WSS_FM32,0.9308664638023003,0.33333333333333326,0.981850324514094,0.24444444444444444
5,What are the key ingredients needed for a cake recipe?,WSS_XGB32,0.9660329049261399,0.33333333333333326,0.9839854779268116,0.24444444444444444
5,What are the key ingredients needed for a cake recipe?,BetaShap (U)32,0.8467711892147638,0.2606060606060606,0.943457374013274,0.24444444444444444
5,What are the key ingredients needed for a cake recipe?,TMC32,0.956711046497753,0.4787878787878787,0.9564574236216721,0.37777777777777777
5,What are the key ingredients needed for a cake recipe?,ContextCite64,0.9981721686916121,0.5515151515151515,0.9764287091839984,0.37777777777777777
5,What are the key ingredients needed for a cake recipe?,WSS_BGAM64,0.9977124709016254,0.7575757575757575,0.9983126468455885,0.6444444444444444
5,What are the key ingredients needed for a cake recipe?,WSS_FM64,0.9912697034567977,0.6727272727272726,0.9883081855818988,0.5555555555555555
5,What are the key ingredients needed for a cake recipe?,WSS_XGB64,0.9927179954786818,0.5030303030303029,0.9725976039948868,0.28888888888888886
5,What are the key ingredients needed for a cake recipe?,BetaShap (U)64,0.8142747362016273,0.01818181818181818,0.943457374013274,-0.06666666666666667
5,What are the key ingredients needed for a cake recipe?,TMC64,0.9838197462495257,0.5151515151515151,0.9874788574847281,0.37777777777777777
5,What are the key ingredients needed for a cake recipe?,ContextCite100,0.997139603626986,0.6848484848484848,0.9796889494310432,0.5555555555555555
5,What are the key ingredients needed for a cake recipe?,WSS_BGAM100,0.9976898619621662,0.5393939393939393,0.9826020652585764,0.37777777777777777
5,What are the key ingredients needed for a cake recipe?,WSS_FM100,0.9964623223550025,0.6848484848484848,0.9764287091839984,0.6
