Question_Index,Query,Method,Pearson,Spearman,Num_Items
0,What is the association between cell phone use and glioblastoma?,ContextCite32,0.9934654959103411,0.5515151515151515,10
0,What is the association between cell phone use and glioblastoma?,WSS32,0.9934185421379222,0.5515151515151515,10
0,What is the association between cell phone use and glioblastoma?,ContextCite64,0.9959995283850371,0.5151515151515151,10
0,What is the association between cell phone use and glioblastoma?,WSS64,0.9961590757291473,0.5030303030303029,10
0,What is the association between cell phone use and glioblastoma?,ContextCite100,0.9981440148581746,0.6484848484848483,10
0,What is the association between cell phone use and glioblastoma?,WSS100,0.9981813813351499,0.5393939393939393,10
0,What is the association between cell phone use and glioblastoma?,TMC32,0.9990776036786343,0.7454545454545454,10
0,What is the association between cell phone use and glioblastoma?,BetaShap (U)32,0.9957227250730729,0.5151515151515151,10
0,What is the association between cell phone use and glioblastoma?,TMC64,0.9996677225581498,0.8545454545454544,10
0,What is the association between cell phone use and glioblastoma?,BetaShap (U)64,0.9952835032371137,0.6,10
0,What is the association between cell phone use and glioblastoma?,TMC100,0.9999103197920567,0.9393939393939393,10
0,What is the association between cell phone use and glioblastoma?,BetaShap (U)100,0.9960229494025876,0.709090909090909,10
0,What is the association between cell phone use and glioblastoma?,LOO,0.9951225338830745,0.12727272727272726,10
1,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,ContextCite32,0.8709917854879217,0.8787878787878788,10
1,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,WSS32,0.8702853583516046,0.8787878787878788,10
1,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,ContextCite64,0.9788055317572716,0.9515151515151514,10
1,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,WSS64,0.9767102358762559,0.9757575757575757,10
1,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,ContextCite100,0.9654113589609834,0.9515151515151514,10
1,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,WSS100,0.968919128690833,0.9515151515151514,10
1,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,TMC32,0.9533139046065989,0.8909090909090909,10
1,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,BetaShap (U)32,0.721351326917873,0.5272727272727272,10
1,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,TMC64,0.9636076088239454,0.8666666666666665,10
1,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,BetaShap (U)64,0.8222053114830721,0.6121212121212121,10
1,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,TMC100,0.983403523522505,0.9636363636363635,10
1,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,BetaShap (U)100,0.8252410467023331,0.8060606060606059,10
1,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,LOO,0.6872426209894792,0.1515151515151515,10
2,The NoSAS Score can be used for screening of which disorders?,ContextCite32,0.6231826926185087,0.5757575757575757,10
2,The NoSAS Score can be used for screening of which disorders?,WSS32,0.6236513827517839,0.5757575757575757,10
2,The NoSAS Score can be used for screening of which disorders?,ContextCite64,0.9832635105947076,0.7575757575757575,10
2,The NoSAS Score can be used for screening of which disorders?,WSS64,0.9811681937645694,0.7333333333333332,10
2,The NoSAS Score can be used for screening of which disorders?,ContextCite100,0.9642806537334383,0.8545454545454544,10
2,The NoSAS Score can be used for screening of which disorders?,WSS100,0.9590440401890803,0.8909090909090909,10
2,The NoSAS Score can be used for screening of which disorders?,TMC32,0.9362877714619073,0.9151515151515152,10
2,The NoSAS Score can be used for screening of which disorders?,BetaShap (U)32,0.7628578697680324,0.6848484848484848,10
2,The NoSAS Score can be used for screening of which disorders?,TMC64,0.9882890069356394,0.9878787878787878,10
2,The NoSAS Score can be used for screening of which disorders?,BetaShap (U)64,0.9456154588885838,0.7333333333333332,10
2,The NoSAS Score can be used for screening of which disorders?,TMC100,0.9945764480076426,0.9393939393939393,10
2,The NoSAS Score can be used for screening of which disorders?,BetaShap (U)100,0.9552567011121831,0.6484848484848483,10
2,The NoSAS Score can be used for screening of which disorders?,LOO,0.7637635446280926,0.7696969696969697,10
3,What species is associated with Tetrodotoxin?,ContextCite32,0.9675085455828881,0.9151515151515152,10
3,What species is associated with Tetrodotoxin?,WSS32,0.9671382254900883,0.9151515151515152,10
3,What species is associated with Tetrodotoxin?,ContextCite64,0.9909240939756676,0.9030303030303028,10
3,What species is associated with Tetrodotoxin?,WSS64,0.9910056583744971,0.9030303030303028,10
3,What species is associated with Tetrodotoxin?,ContextCite100,0.9942817790039028,0.9393939393939393,10
3,What species is associated with Tetrodotoxin?,WSS100,0.9943774872238272,0.9393939393939393,10
3,What species is associated with Tetrodotoxin?,TMC32,0.9976439741182634,0.9757575757575757,10
3,What species is associated with Tetrodotoxin?,BetaShap (U)32,0.9471673776504388,0.9151515151515152,10
3,What species is associated with Tetrodotoxin?,TMC64,0.9978748575110712,0.9636363636363635,10
3,What species is associated with Tetrodotoxin?,BetaShap (U)64,0.9857200727303641,0.9636363636363635,10
3,What species is associated with Tetrodotoxin?,TMC100,0.9979790635061027,0.9636363636363635,10
3,What species is associated with Tetrodotoxin?,BetaShap (U)100,0.9879513848473527,0.9878787878787878,10
3,What species is associated with Tetrodotoxin?,LOO,0.9776133681399312,0.8909090909090909,10
4,Does a selective sweep increase genetic variation?,ContextCite32,0.9874551278328536,0.8909090909090909,10
4,Does a selective sweep increase genetic variation?,WSS32,0.9872093238480364,0.8909090909090909,10
4,Does a selective sweep increase genetic variation?,ContextCite64,0.9957674597616344,0.9636363636363635,10
4,Does a selective sweep increase genetic variation?,WSS64,0.9953866681168894,0.9393939393939393,10
4,Does a selective sweep increase genetic variation?,ContextCite100,0.996721898030628,0.9636363636363635,10
4,Does a selective sweep increase genetic variation?,WSS100,0.9968925474390498,0.9030303030303028,10
4,Does a selective sweep increase genetic variation?,TMC32,0.9881416277657593,0.8545454545454544,10
4,Does a selective sweep increase genetic variation?,BetaShap (U)32,0.7428694375489734,0.5878787878787878,10
4,Does a selective sweep increase genetic variation?,TMC64,0.9977761080367722,0.9030303030303028,10
4,Does a selective sweep increase genetic variation?,BetaShap (U)64,0.8540256035181988,0.7575757575757575,10
4,Does a selective sweep increase genetic variation?,TMC100,0.9985716784702642,0.9151515151515152,10
4,Does a selective sweep increase genetic variation?,BetaShap (U)100,0.9238167039450961,0.7818181818181817,10
4,Does a selective sweep increase genetic variation?,LOO,0.9852793003371332,0.709090909090909,10
5,List markers for autophagy.,ContextCite32,0.8140679120156895,0.709090909090909,10
5,List markers for autophagy.,WSS32,0.8158885441048573,0.7696969696969697,10
5,List markers for autophagy.,ContextCite64,0.9287693919235742,0.9515151515151514,10
5,List markers for autophagy.,WSS64,0.9309760567088601,0.9393939393939393,10
5,List markers for autophagy.,ContextCite100,0.9459731414837388,0.9272727272727272,10
5,List markers for autophagy.,WSS100,0.9470638516941778,0.9636363636363635,10
5,List markers for autophagy.,TMC32,0.9765019308298897,0.9393939393939393,10
5,List markers for autophagy.,BetaShap (U)32,0.8009098264598802,0.8666666666666665,10
5,List markers for autophagy.,TMC64,0.9907425236738905,0.9636363636363635,10
5,List markers for autophagy.,BetaShap (U)64,0.8938168474263493,0.9151515151515152,10
5,List markers for autophagy.,TMC100,0.9948041110182042,0.9878787878787878,10
5,List markers for autophagy.,BetaShap (U)100,0.9007531545417184,0.9393939393939393,10
5,List markers for autophagy.,LOO,0.7741232142353331,0.7939393939393938,10
6,Can a circRNA be translated into protein?,ContextCite32,0.9945023421688417,0.7333333333333332,10
6,Can a circRNA be translated into protein?,WSS32,0.994521950249203,0.7333333333333332,10
6,Can a circRNA be translated into protein?,ContextCite64,0.9973799340393016,0.8909090909090909,10
6,Can a circRNA be translated into protein?,WSS64,0.9976120777547048,0.9151515151515152,10
6,Can a circRNA be translated into protein?,ContextCite100,0.9988803814466125,0.9151515151515152,10
6,Can a circRNA be translated into protein?,WSS100,0.9989794894339085,0.9151515151515152,10
6,Can a circRNA be translated into protein?,TMC32,0.998513696558858,0.9393939393939393,10
6,Can a circRNA be translated into protein?,BetaShap (U)32,0.9699070269718587,0.8181818181818182,10
6,Can a circRNA be translated into protein?,TMC64,0.9997575283331716,0.9636363636363635,10
6,Can a circRNA be translated into protein?,BetaShap (U)64,0.9929622206715619,0.8666666666666665,10
6,Can a circRNA be translated into protein?,TMC100,0.9998559564883795,0.9515151515151514,10
6,Can a circRNA be translated into protein?,BetaShap (U)100,0.9927010636306703,0.8060606060606059,10
6,Can a circRNA be translated into protein?,LOO,0.9931338807643872,0.7696969696969697,10
7,"There is no drug available to prevent HIV infection, Pre-exposure prophylaxis (PrEP), yes or no?",ContextCite32,0.16797300140086435,0.24848484848484845,10
7,"There is no drug available to prevent HIV infection, Pre-exposure prophylaxis (PrEP), yes or no?",WSS32,0.16674575498655045,0.24848484848484845,10
7,"There is no drug available to prevent HIV infection, Pre-exposure prophylaxis (PrEP), yes or no?",ContextCite64,0.7866854576866917,0.6606060606060605,10
7,"There is no drug available to prevent HIV infection, Pre-exposure prophylaxis (PrEP), yes or no?",WSS64,0.8250715552952692,0.7454545454545454,10
7,"There is no drug available to prevent HIV infection, Pre-exposure prophylaxis (PrEP), yes or no?",ContextCite100,0.8641143467989065,0.7333333333333332,10
7,"There is no drug available to prevent HIV infection, Pre-exposure prophylaxis (PrEP), yes or no?",WSS100,0.855980401618622,0.709090909090909,10
7,"There is no drug available to prevent HIV infection, Pre-exposure prophylaxis (PrEP), yes or no?",TMC32,0.4226234743811015,0.2606060606060606,10
7,"There is no drug available to prevent HIV infection, Pre-exposure prophylaxis (PrEP), yes or no?",BetaShap (U)32,0.19716719430425036,0.22424242424242422,10
7,"There is no drug available to prevent HIV infection, Pre-exposure prophylaxis (PrEP), yes or no?",TMC64,0.7525405419698303,0.6121212121212121,10
7,"There is no drug available to prevent HIV infection, Pre-exposure prophylaxis (PrEP), yes or no?",BetaShap (U)64,0.475414217018991,0.49090909090909085,10
7,"There is no drug available to prevent HIV infection, Pre-exposure prophylaxis (PrEP), yes or no?",TMC100,0.7535334815483892,0.5636363636363636,10
7,"There is no drug available to prevent HIV infection, Pre-exposure prophylaxis (PrEP), yes or no?",BetaShap (U)100,0.5239510089584821,0.5636363636363636,10
7,"There is no drug available to prevent HIV infection, Pre-exposure prophylaxis (PrEP), yes or no?",LOO,0.6409410506722851,0.34545454545454546,10
8,What is Hemophilic Pseudotumor?,ContextCite32,0.9493045095564533,0.8060606060606059,10
8,What is Hemophilic Pseudotumor?,WSS32,0.9498801590331892,0.8060606060606059,10
8,What is Hemophilic Pseudotumor?,ContextCite64,0.9914996104569325,0.7818181818181817,10
8,What is Hemophilic Pseudotumor?,WSS64,0.991127534321221,0.8060606060606059,10
8,What is Hemophilic Pseudotumor?,ContextCite100,0.9866347962272928,0.9151515151515152,10
8,What is Hemophilic Pseudotumor?,WSS100,0.9833079909621698,0.9393939393939393,10
8,What is Hemophilic Pseudotumor?,TMC32,0.9961644622329222,0.9636363636363635,10
8,What is Hemophilic Pseudotumor?,BetaShap (U)32,0.9834379734844436,0.8545454545454544,10
8,What is Hemophilic Pseudotumor?,TMC64,0.9988243257550604,0.9878787878787878,10
8,What is Hemophilic Pseudotumor?,BetaShap (U)64,0.9892992460774152,0.8909090909090909,10
8,What is Hemophilic Pseudotumor?,TMC100,0.9990225202527561,0.9757575757575757,10
8,What is Hemophilic Pseudotumor?,BetaShap (U)100,0.991665759204968,0.9515151515151514,10
8,What is Hemophilic Pseudotumor?,LOO,0.7667881957634415,0.9151515151515152,10
9,What are the targets of avapritinib?,ContextCite32,0.7880665374212029,0.7333333333333332,10
9,What are the targets of avapritinib?,WSS32,0.7823742821211523,0.7333333333333332,10
9,What are the targets of avapritinib?,ContextCite64,0.9415856093919782,0.8787878787878788,10
9,What are the targets of avapritinib?,WSS64,0.934896802150149,0.8787878787878788,10
9,What are the targets of avapritinib?,ContextCite100,0.9623835255137116,0.8666666666666665,10
9,What are the targets of avapritinib?,WSS100,0.9537974394889156,0.8303030303030302,10
9,What are the targets of avapritinib?,TMC32,0.8411621353964134,0.7696969696969697,10
9,What are the targets of avapritinib?,BetaShap (U)32,0.49000348855460124,0.38181818181818183,10
9,What are the targets of avapritinib?,TMC64,0.9551344814003302,0.9393939393939393,10
9,What are the targets of avapritinib?,BetaShap (U)64,0.8181203749931558,0.7939393939393938,10
9,What are the targets of avapritinib?,TMC100,0.9786332544345744,0.9272727272727272,10
9,What are the targets of avapritinib?,BetaShap (U)100,0.8589044035604886,0.8303030303030302,10
9,What are the targets of avapritinib?,LOO,0.4922239139275813,0.5151515151515151,10
10,What is the function of Circular RNA (circRNA)?,ContextCite32,0.9726869890392692,0.9030303030303028,10
10,What is the function of Circular RNA (circRNA)?,WSS32,0.9724064536233346,0.9030303030303028,10
10,What is the function of Circular RNA (circRNA)?,ContextCite64,0.9868023401302416,0.7212121212121211,10
10,What is the function of Circular RNA (circRNA)?,WSS64,0.9858345384988122,0.7212121212121211,10
10,What is the function of Circular RNA (circRNA)?,ContextCite100,0.9907446873021443,0.7696969696969697,10
10,What is the function of Circular RNA (circRNA)?,WSS100,0.9903500266396575,0.7454545454545454,10
10,What is the function of Circular RNA (circRNA)?,TMC32,0.9961222591847331,0.8909090909090909,10
10,What is the function of Circular RNA (circRNA)?,BetaShap (U)32,0.943515068314664,0.8424242424242423,10
10,What is the function of Circular RNA (circRNA)?,TMC64,0.9989350897084527,0.9878787878787878,10
10,What is the function of Circular RNA (circRNA)?,BetaShap (U)64,0.9560338247074767,0.8666666666666665,10
10,What is the function of Circular RNA (circRNA)?,TMC100,0.9995172483904512,0.9999999999999999,10
10,What is the function of Circular RNA (circRNA)?,BetaShap (U)100,0.9693918692341212,0.8666666666666665,10
10,What is the function of Circular RNA (circRNA)?,LOO,0.9709351585555444,0.7212121212121211,10
11,Where is X-ray free electron laser used?,ContextCite32,0.9811682388138407,0.8666666666666665,10
11,Where is X-ray free electron laser used?,WSS32,0.9809460623006729,0.8666666666666665,10
11,Where is X-ray free electron laser used?,ContextCite64,0.993689727870847,0.9030303030303028,10
11,Where is X-ray free electron laser used?,WSS64,0.9930871338024703,0.9030303030303028,10
11,Where is X-ray free electron laser used?,ContextCite100,0.9946552794481438,0.9393939393939393,10
11,Where is X-ray free electron laser used?,WSS100,0.9937518734141313,0.9393939393939393,10
11,Where is X-ray free electron laser used?,TMC32,0.9953363754834641,0.9636363636363635,10
11,Where is X-ray free electron laser used?,BetaShap (U)32,0.9881051355936719,0.9878787878787878,10
11,Where is X-ray free electron laser used?,TMC64,0.9975396913886205,0.9999999999999999,10
11,Where is X-ray free electron laser used?,BetaShap (U)64,0.9934517077868366,0.9999999999999999,10
11,Where is X-ray free electron laser used?,TMC100,0.9992652052546094,0.9999999999999999,10
11,Where is X-ray free electron laser used?,BetaShap (U)100,0.9953946690537764,0.9999999999999999,10
11,Where is X-ray free electron laser used?,LOO,0.9881347876334057,0.9757575757575757,10
12,What is holoprosencephaly?,ContextCite32,0.976056130274145,0.8424242424242423,10
12,What is holoprosencephaly?,WSS32,0.9767693762579652,0.8424242424242423,10
12,What is holoprosencephaly?,ContextCite64,0.9913687925756743,0.8303030303030302,10
12,What is holoprosencephaly?,WSS64,0.9922257890379268,0.8909090909090909,10
12,What is holoprosencephaly?,ContextCite100,0.9880989039111445,0.8787878787878788,10
12,What is holoprosencephaly?,WSS100,0.9884134081121395,0.8787878787878788,10
12,What is holoprosencephaly?,TMC32,0.9934077903422802,0.9636363636363635,10
12,What is holoprosencephaly?,BetaShap (U)32,0.9214622627759272,0.8181818181818182,10
12,What is holoprosencephaly?,TMC64,0.9959609152713552,0.9878787878787878,10
12,What is holoprosencephaly?,BetaShap (U)64,0.9439968001317375,0.8909090909090909,10
12,What is holoprosencephaly?,TMC100,0.9981885375748348,0.9999999999999999,10
12,What is holoprosencephaly?,BetaShap (U)100,0.9513260952577979,0.8909090909090909,10
12,What is holoprosencephaly?,LOO,0.9431506443669951,0.8666666666666665,10
13,What is Pseudomelanosis duodeni?,ContextCite32,0.9716430083552634,0.9636363636363635,10
13,What is Pseudomelanosis duodeni?,WSS32,0.9721762240994043,0.9636363636363635,10
13,What is Pseudomelanosis duodeni?,ContextCite64,0.9867695063321092,0.9393939393939393,10
13,What is Pseudomelanosis duodeni?,WSS64,0.9875312319541113,0.9393939393939393,10
13,What is Pseudomelanosis duodeni?,ContextCite100,0.9864087395484813,0.9272727272727272,10
13,What is Pseudomelanosis duodeni?,WSS100,0.9884560233427067,0.9272727272727272,10
13,What is Pseudomelanosis duodeni?,TMC32,0.9913082886572089,0.9757575757575757,10
13,What is Pseudomelanosis duodeni?,BetaShap (U)32,0.9371792152045271,0.8181818181818182,10
13,What is Pseudomelanosis duodeni?,TMC64,0.9935359238139349,0.9878787878787878,10
13,What is Pseudomelanosis duodeni?,BetaShap (U)64,0.9465810434549778,0.8787878787878788,10
13,What is Pseudomelanosis duodeni?,TMC100,0.9985629638012596,0.9878787878787878,10
13,What is Pseudomelanosis duodeni?,BetaShap (U)100,0.9343651297714044,0.8787878787878788,10
13,What is Pseudomelanosis duodeni?,LOO,0.9825443424130839,0.9393939393939393,10
14,What is the multisystem inflammatory syndrome in children (MIS-C) associated with COVID-19?,ContextCite32,0.9983827871215069,0.9393939393939393,10
14,What is the multisystem inflammatory syndrome in children (MIS-C) associated with COVID-19?,WSS32,0.998424532311846,0.9515151515151514,10
14,What is the multisystem inflammatory syndrome in children (MIS-C) associated with COVID-19?,ContextCite64,0.9994216506006296,0.9393939393939393,10
14,What is the multisystem inflammatory syndrome in children (MIS-C) associated with COVID-19?,WSS64,0.9994765484624958,0.9393939393939393,10
14,What is the multisystem inflammatory syndrome in children (MIS-C) associated with COVID-19?,ContextCite100,0.9997582121657219,0.9878787878787878,10
14,What is the multisystem inflammatory syndrome in children (MIS-C) associated with COVID-19?,WSS100,0.9998137431882347,0.9878787878787878,10
14,What is the multisystem inflammatory syndrome in children (MIS-C) associated with COVID-19?,TMC32,0.9993760317820544,0.9151515151515152,10
14,What is the multisystem inflammatory syndrome in children (MIS-C) associated with COVID-19?,BetaShap (U)32,0.9883588591332914,0.8666666666666665,10
14,What is the multisystem inflammatory syndrome in children (MIS-C) associated with COVID-19?,TMC64,0.9996554065560868,0.9393939393939393,10
14,What is the multisystem inflammatory syndrome in children (MIS-C) associated with COVID-19?,BetaShap (U)64,0.9921072212338472,0.9272727272727272,10
14,What is the multisystem inflammatory syndrome in children (MIS-C) associated with COVID-19?,TMC100,0.9997538740015771,0.9272727272727272,10
14,What is the multisystem inflammatory syndrome in children (MIS-C) associated with COVID-19?,BetaShap (U)100,0.9904745412504276,0.9272727272727272,10
14,What is the multisystem inflammatory syndrome in children (MIS-C) associated with COVID-19?,LOO,0.9945956504394794,0.5030303030303029,10
15,Which are the enzymes involved in the control of tubulin acetylation?,ContextCite32,0.9046142278368817,0.7333333333333332,10
15,Which are the enzymes involved in the control of tubulin acetylation?,WSS32,0.9050419470543679,0.7333333333333332,10
15,Which are the enzymes involved in the control of tubulin acetylation?,ContextCite64,0.9593280226176285,0.9272727272727272,10
15,Which are the enzymes involved in the control of tubulin acetylation?,WSS64,0.9582434037348176,0.8787878787878788,10
15,Which are the enzymes involved in the control of tubulin acetylation?,ContextCite100,0.9798771714855352,0.9272727272727272,10
15,Which are the enzymes involved in the control of tubulin acetylation?,WSS100,0.9820684344757192,0.9515151515151514,10
15,Which are the enzymes involved in the control of tubulin acetylation?,TMC32,0.9855362672031432,0.9393939393939393,10
15,Which are the enzymes involved in the control of tubulin acetylation?,BetaShap (U)32,0.7763966474125671,0.9030303030303028,10
15,Which are the enzymes involved in the control of tubulin acetylation?,TMC64,0.9930153272445092,0.9515151515151514,10
15,Which are the enzymes involved in the control of tubulin acetylation?,BetaShap (U)64,0.8551918192075765,0.9636363636363635,10
15,Which are the enzymes involved in the control of tubulin acetylation?,TMC100,0.9972021284807719,0.9515151515151514,10
15,Which are the enzymes involved in the control of tubulin acetylation?,BetaShap (U)100,0.8484270242599528,0.9636363636363635,10
15,Which are the enzymes involved in the control of tubulin acetylation?,LOO,0.8423423629665666,0.7333333333333332,10
16,Is Growth factor independence 1b (GFI1B) important for hematopoiesis?,ContextCite32,0.47699539210586694,0.4666666666666666,10
16,Is Growth factor independence 1b (GFI1B) important for hematopoiesis?,WSS32,0.4833963407897801,0.4666666666666666,10
16,Is Growth factor independence 1b (GFI1B) important for hematopoiesis?,ContextCite64,0.7835914073616111,0.8060606060606059,10
